id,naslov,število epizod,sezona premiere,leto premiere,vir,dolzina epizode v minutah,ocena,člani,demografika,teme,žanri,studii
1839,Jagainu-kun,26,spring,2004,Original,3,6.4,1569,Kids,['Anthropomorphic'],"['Adventure', 'Fantasy', 'Slice of Life']",[]
10987,Zettai Zetsumei Dangerous Jiisan (2004),51,spring,2004,Manga,5,5.62,687,Kids,[],['Comedy'],['Studio Hibari']
11497,Sore Ike! Zukkoke Sannin-gumi,26,spring,2004,Novel,25,N/A,419,Kids,['School'],['Comedy'],['Nippon Animation']
34249,Aqua Kids,26,spring,2004,Original,26,N/A,390,Kids,[],['Adventure'],[]
25611,Genki Genki Non-tan (2004),10,spring,2004,Picture book,6,N/A,323,Kids,['Music'],[],['Polygon Pictures']
10953,Pants Pankurou,85,spring,2004,,1,N/A,306,Kids,[],"['Comedy', 'Slice of Life']",[]
12613,Morizo to Kikkoro,52,spring,2004,,5,N/A,299,Kids,[],[],[]
29740,Notteke Explet&#039;s,26,spring,2004,,3,N/A,253,Kids,[],[],[]
226,Elfen Lied,13,summer,2004,Manga,25,7.47,1525972,Seinen,"['Gore', 'Psychological']","['Action', 'Drama', 'Horror', 'Romance', 'Supernatural', 'Suspense']",['Arms']
395,Gantz 2nd Stage,13,summer,2004,Manga,23,7.02,164223,Seinen,"['Gore', 'High Stakes Game', 'Psychological', 'Survival']","['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",['Gonzo']
241,Girls Bravo: First Season,11,summer,2004,Manga,23,6.36,151061,Shounen,"['Harem', 'Isekai', 'School']","['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['AIC Spirits']
63,DearS,12,summer,2004,Manga,23,6.55,149953,Shounen,['Harem'],"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['Daume']
166,Samurai 7,26,summer,2004,Other,26,7.43,132812,NG,"['Historical', 'Mecha', 'Samurai']","['Action', 'Sci-Fi']",['Gonzo']
75,Soukyuu no Fafner: Dead Aggressor,25,summer,2004,Original,24,7.26,49414,NG,"['Mecha', 'Military']","['Action', 'Drama', 'Sci-Fi']",['Xebec']
229,Ninin ga Shinobuden,12,summer,2004,Manga,24,6.88,35778,NG,"['Martial Arts', 'Parody']",['Comedy'],['ufotable']
483,Kurau Phantom Memory,24,summer,2004,Original,23,7.28,32086,NG,"['Space', 'Super Power']","['Action', 'Drama', 'Sci-Fi']",['Bones']
444,Maria-sama ga Miteru: Haru,13,summer,2004,Light novel,24,7.62,28692,Shoujo,['School'],"['Drama', 'Girls Love']",['Studio Deen']
525,Otogizoushi,26,summer,2004,Original,23,6.91,18474,NG,['Historical'],"['Adventure', 'Drama', 'Fantasy']",['Production I.G']
546,Wind: A Breath of Heart (TV),13,summer,2004,Visual novel,12,5.92,12068,NG,['School'],"['Drama', 'Romance', 'Supernatural']",['Radix']
655,Galaxy Angel 4,13,summer,2004,Game,24,7.18,8766,NG,[],"['Comedy', 'Sci-Fi']",[]
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,13,summer,2004,Visual novel,12,6.08,8745,NG,"['Harem', 'Time Travel']","['Comedy', 'Drama', 'Romance', 'Sci-Fi']",['Radix']
244,Agatha Christie no Meitantei Poirot to Marple,39,summer,2004,Novel,25,6.86,8252,NG,['Historical'],['Mystery'],['OLM']
1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,13,summer,2004,,25,6.66,5223,NG,['Space'],"['Drama', 'Sci-Fi']",['Azeta Pictures']
2727,Sweet Valerian,18,summer,2004,Original,3,5.76,3702,NG,['School'],"['Action', 'Comedy']",['Madhouse']
5343,Monkey Punch: Manga Katsudou Daishashin,12,summer,2004,Manga,51,6.76,2701,Seinen,"['Gag Humor', 'Parody']","['Action', 'Adventure', 'Comedy', 'Ecchi']",['TMS Entertainment']
2741,Monkey Turn V,25,summer,2004,Manga,24,6.42,1273,Shounen,['Racing'],"['Action', 'Drama']",['OLM']
1656,PostPet Momobin,24,summer,2004,,3,5.27,565,Kids,[],['Comedy'],[]
269,Bleach,366,fall,2004,Manga,24,7.95,1991108,Shounen,[],"['Action', 'Adventure', 'Fantasy']",['Pierrot']
57,Beck,26,fall,2004,Manga,25,8.29,345681,Shounen,['Music'],"['Comedy', 'Drama']",['Madhouse']
24,School Rumble,26,fall,2004,Manga,23,7.89,330293,Shounen,"['Gag Humor', 'Love Polygon', 'School']","['Comedy', 'Romance']",['Studio Comet']
239,Gankutsuou,24,fall,2004,Novel,24,8.12,252429,NG,[],"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",['Gonzo']
482,Yu☆Gi☆Oh! Duel Monsters GX,180,fall,2004,Manga,23,7.21,220200,Shounen,['Strategy Game'],"['Action', 'Comedy', 'Fantasy']",['Gallop']
64,Rozen Maiden,12,fall,2004,Manga,24,7.41,207128,Seinen,[],"['Action', 'Comedy', 'Drama', 'Fantasy']",['Nomad']
240,Genshiken,12,fall,2004,Manga,25,7.63,181089,Seinen,"['Adult Cast', 'Otaku Culture', 'Parody']",['Slice of Life'],['Palm Studio']
25,Sunabouzu,24,fall,2004,Manga,24,7.37,141428,Seinen,[],"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi']",['Gonzo']
98,Mai-HiME,26,fall,2004,Original,23,7.41,116866,NG,"['Mahou Shoujo', 'School']","['Action', 'Fantasy', 'Girls Love']",['Sunrise']
94,Kidou Senshi Gundam SEED Destiny,50,fall,2004,Original,24,7.17,109882,NG,"['Mecha', 'Military', 'Space']","['Action', 'Drama', 'Romance', 'Sci-Fi']",['Sunrise']
76,Mahou Shoujo Lyrical Nanoha,13,fall,2004,Original,25,7.41,105127,NG,['Mahou Shoujo'],"['Action', 'Comedy', 'Drama', 'Fantasy']",['Seven Arcs']
627,Major S1,26,fall,2004,Manga,25,8.21,102478,Shounen,['Team Sports'],['Sports'],['Studio Hibari']
74,Gakuen Alice,26,fall,2004,Manga,25,7.64,101342,Shoujo,"['Love Polygon', 'School', 'Super Power']","['Comedy', 'Fantasy']",['Group TAC']
28,Yakitate!! Japan,69,fall,2004,Manga,24,7.91,99259,Shounen,[],"['Comedy', 'Gourmet']",['Sunrise']
343,Tsukuyomi: Moon Phase,25,fall,2004,Manga,24,6.93,77588,Seinen,['Vampire'],"['Comedy', 'Fantasy', 'Romance']",['Shaft']
143,Kannazuki no Miko,12,fall,2004,Manga,24,6.8,72472,Shounen,['Mecha'],"['Drama', 'Girls Love', 'Supernatural']",['TNK']
297,Grenadier: Hohoemi no Senshi,12,fall,2004,Manga,24,6.68,56647,Shounen,[],"['Action', 'Adventure', 'Comedy', 'Ecchi']",[]
173,Tactics,25,fall,2004,Manga,24,7.19,41729,Shounen,"['Historical', 'Mythology']","['Mystery', 'Supernatural']",['Studio Deen']
2213,Black Jack (TV),61,fall,2004,Manga,25,7.58,37153,Shounen,['Medical'],['Drama'],['Tezuka Productions']
119,Final Approach,13,fall,2004,Visual novel,14,6.51,36225,NG,[],"['Comedy', 'Drama', 'Romance']",[]
125,Futakoi,13,fall,2004,Original,24,6.42,36018,NG,['School'],"['Comedy', 'Romance']",['Telecom Animation Film']
455,Fantastic Children,26,fall,2004,Original,24,7.49,34470,NG,[],"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Suspense']",['Nippon Animation']
688,Uta∽Kata,12,fall,2004,Original,23,6.66,26344,NG,"['Mahou Shoujo', 'Psychological']","['Drama', 'Fantasy']",['HAL Film Maker']
247,Harukanaru Toki no Naka de: Hachiyou Shou,26,fall,2004,Visual novel,24,6.99,25625,NG,"['Isekai', 'Mythology', 'Reverse Harem']","['Fantasy', 'Romance']",['Yumeta Company']
29,Zipang,26,fall,2004,Manga,24,7.49,23232,Seinen,"['Adult Cast', 'Historical', 'Military', 'Time Travel']","['Action', 'Drama', 'Sci-Fi']",['Studio Deen']
1524,Fuujin Monogatari,13,fall,2004,Original,25,7.21,19810,NG,"['Iyashikei', 'School']","['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",['Production I.G']
346,W: Wish,13,fall,2004,Visual novel,12,6.13,16227,NG,"['Harem', 'School']","['Drama', 'Romance']",[]
8,Bouken Ou Beet,52,fall,2004,Manga,23,6.93,15845,Shounen,[],"['Action', 'Adventure', 'Fantasy']",['Toei Animation']
336,Ginyuu Mokushiroku Meine Liebe,13,fall,2004,Visual novel,24,6.42,13527,NG,[],"['Drama', 'Fantasy']",['Bee Train']
278,Viewtiful Joe,51,fall,2004,Game,20,6.75,12377,NG,[],"['Action', 'Comedy', 'Sci-Fi']",['Group TAC']
600,Legend of Duo,12,fall,2004,Original,5,4.85,12096,NG,['Vampire'],"['Boys Love', 'Drama', 'Supernatural']",[]
1746,Zoids Fuzors,26,fall,2004,,25,6.38,11416,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']",['Tokyo Kids']
2109,Rockman.EXE Stream,51,fall,2004,Game,25,7.05,10577,NG,"['Mecha', 'School', 'Strategy Game']","['Action', 'Adventure', 'Sci-Fi']",['Xebec']
685,To Heart: Remember My Memories,13,fall,2004,Visual novel,24,6.37,10122,NG,"['Harem', 'School']","['Drama', 'Romance', 'Sci-Fi']",[]
1167,Samurai Gun,12,fall,2004,Manga,24,5.93,9935,Seinen,"['Historical', 'Samurai']",['Action'],['Studio Egg']
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,13,fall,2004,Visual novel,25,5.77,6750,NG,"['Harem', 'School']","['Comedy', 'Drama', 'Romance']",['Arms']
613,Onmyou Taisenki,52,fall,2004,Manga,23,7.13,6361,Shounen,[],"['Adventure', 'Fantasy', 'Supernatural']",['Sunrise']
23,Ring ni Kakero 1,12,fall,2004,Manga,23,6.35,5202,Shounen,['Combat Sports'],['Sports'],['Toei Animation']
1711,Ryuusei Sentai Musumet,13,fall,2004,Original,22,5.96,3599,NG,[],"['Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['TNK']
1955,Kimagure Robot,10,fall,2004,Book,2,5.94,2599,NG,[],"['Comedy', 'Fantasy', 'Sci-Fi']",['Studio 4°C']
1883,Kappa no Kaikata,26,fall,2004,Manga,3,6.17,2333,NG,['Pets'],['Comedy'],['Picture Magic']
749,Nanami-chan,12,fall,2004,Other,5,5.93,1437,Kids,[],['Comedy'],[]
29836,Akuei to Gacchinpo,13,fall,2004,,24,N/A,451,Kids,[],['Comedy'],[]
35817,Curry no Kuni no Coburoux,13,fall,2004,Original,4,N/A,335,NG,[],['Comedy'],['Artland']
101,Air,12,winter,2005,Visual novel,24,7.27,300505,NG,[],"['Drama', 'Romance', 'Supernatural']",['Kyoto Animation']
50,Aa! Megami-sama! (TV),24,winter,2005,Manga,24,7.32,161567,Seinen,[],"['Comedy', 'Romance', 'Supernatural']",['AIC']
157,Mahou Sensei Negima!,26,winter,2005,Manga,23,6.93,142280,Shounen,"['Harem', 'School', 'Super Power']","['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",['Xebec']
325,Peach Girl,25,winter,2005,Manga,24,6.93,105836,Shoujo,"['Love Polygon', 'School']","['Drama', 'Romance']",['Studio Comet']
487,Girls Bravo: Second Season,13,winter,2005,Manga,23,6.6,92802,Shounen,"['Harem', 'Isekai', 'School']","['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['AIC Spirits']
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,12,winter,2005,Visual novel,24,6.63,50488,NG,['School'],"['Boys Love', 'Comedy', 'Drama']",['Zexcs']
519,Mahoraba: Heartful Days,26,winter,2005,Manga,23,7.28,26730,Shounen,"['Iyashikei', 'Visual Arts']","['Comedy', 'Romance']",['J.C.Staff']
184,Xenosaga The Animation,12,winter,2005,Game,23,6.32,21185,NG,"['Mecha', 'Space']","['Action', 'Sci-Fi']",['Toei Animation']
1929,Futari wa Precure: Max Heart,47,winter,2005,Original,24,6.98,20165,NG,['Mahou Shoujo'],"['Action', 'Comedy', 'Fantasy']",['Toei Animation']
342,Starship Operators,13,winter,2005,Light novel,24,6.94,16507,NG,"['Military', 'Space']","['Drama', 'Sci-Fi']",['J.C.Staff']
406,Buzzer Beater,13,winter,2005,Web manga,25,6.51,16003,NG,['Team Sports'],"['Sci-Fi', 'Sports']",['TMS Entertainment']
364,Gallery Fake,37,winter,2005,Manga,25,7.4,15708,Seinen,"['Adult Cast', 'Visual Arts']",['Mystery'],[]
141,Jinki:Extend,12,winter,2005,Manga,23,6.06,12261,Shounen,['Mecha'],['Sci-Fi'],['feel.']
485,Damekko Doubutsu,26,winter,2005,4-koma manga,6,7.23,11232,NG,['Anthropomorphic'],"['Comedy', 'Slice of Life']",['Magic Bus']
354,UG☆Ultimate Girls,12,winter,2005,Original,14,5.61,10100,NG,[],"['Comedy', 'Sci-Fi', 'Ecchi']",['Studio Matrix']
1196,Masuda Kousuke Gekijou Gag Manga Biyori,12,winter,2005,Manga,5,7.15,9685,NG,"['Gag Humor', 'Parody']",['Comedy'],['Artland']
928,Transformers Galaxy Force,52,winter,2005,Other,24,6.67,6629,NG,['Mecha'],"['Adventure', 'Sci-Fi']",['Gonzo']
349,Magical Canan,13,winter,2005,Visual novel,24,6.07,6537,NG,['Mahou Shoujo'],"['Drama', 'Fantasy', 'Ecchi']",['AIC ASTA']
4667,B-Legend! Battle B-Daman Fire Spirits!,51,winter,2005,Manga,23,6.39,5544,Kids,['Strategy Game'],"['Adventure', 'Fantasy']",[]
2308,Lime-iro Ryuukitan X,13,winter,2005,Visual novel,25,5.48,5318,NG,"['Harem', 'Historical', 'Mecha']","['Drama', 'Supernatural', 'Ecchi']",['A.C.G.T.']
960,Shin Chou Kyou Ryo: Condor Hero II,26,winter,2005,Novel,20,7.23,3969,NG,['Historical'],"['Adventure', 'Drama', 'Romance']",['Nippon Animation']
2707,Majime ni Fumajime Kaiketsu Zorori,97,winter,2005,Original,24,6.73,1415,Kids,[],['Adventure'],['Ajia-do']
8189,The World of Golden Eggs,26,winter,2005,Original,13,6.4,1171,NG,['Parody'],['Comedy'],[]
4049,Mafukiden: Pandarian,26,winter,2005,,25,6.26,1140,Kids,['Super Power'],"['Adventure', 'Comedy', 'Fantasy']",['Planet']
29843,Akuei to Gacchinpo: Tenkomori,12,winter,2005,,24,N/A,391,Kids,[],['Comedy'],[]
25809,Oretachi Ijiwaru Kei,14,winter,2005,,30,N/A,383,NG,[],['Comedy'],['Karaku']
19311,Turuturutu Narongi,52,winter,2005,Original,15,N/A,327,Kids,[],['Adventure'],[]
31696,Witch Village Story,24,winter,2005,,3,N/A,282,NG,[],['Slice of Life'],[]
237,Koukyoushihen Eureka Seven,50,spring,2005,Original,24,8.05,438618,NG,['Mecha'],"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",['Bones']
16,Hachimitsu to Clover,24,spring,2005,Manga,23,7.99,270509,Josei,"['Adult Cast', 'Love Polygon', 'Visual Arts']","['Comedy', 'Drama', 'Romance']",['J.C.Staff']
177,Tsubasa Chronicle,26,spring,2005,Manga,25,7.51,230345,Shounen,[],"['Action', 'Adventure', 'Fantasy', 'Romance']",['Bee Train']
67,Basilisk: Kouga Ninpou Chou,24,spring,2005,Manga,24,7.54,190707,Seinen,"['Adult Cast', 'Gore', 'Historical', 'Martial Arts', 'Samurai']","['Action', 'Drama', 'Romance']",['Gonzo']
27,Trinity Blood,24,spring,2005,Light novel,24,7.29,186787,NG,['Vampire'],"['Action', 'Fantasy']",['Gonzo']
15,Eyeshield 21,145,spring,2005,Manga,23,7.91,185158,Shounen,['Team Sports'],['Sports'],['Gallop']
149,Loveless,12,spring,2005,Manga,24,6.73,141896,Josei,[],"['Boys Love', 'Drama', 'Mystery', 'Supernatural']",['J.C.Staff']
479,Ueki no Housoku,51,spring,2005,Manga,23,7.72,118751,Shounen,['Super Power'],"['Action', 'Adventure', 'Supernatural']",['Studio Deen']
248,Ichigo 100%,12,spring,2005,Manga,23,6.62,116397,Shounen,['Harem'],"['Comedy', 'Romance', 'Ecchi']",['Madhouse']
198,Speed Grapher,24,spring,2005,Original,23,7.3,115698,NG,"['Adult Cast', 'Gore', 'Organized Crime', 'Psychological', 'Super Power']","['Action', 'Mystery', 'Supernatural', 'Suspense']",['Gonzo']
1250,Erementar Gerad,26,spring,2005,Manga,24,7.24,96683,Shounen,['Super Power'],"['Action', 'Adventure', 'Fantasy', 'Romance']",['Xebec']
478,Sousei no Aquarion,26,spring,2005,Original,24,7.08,78134,NG,"['Mecha', 'Super Power']","['Action', 'Fantasy', 'Romance', 'Sci-Fi']",['Satelight']
412,Kore ga Watashi no Goshujinsama,12,spring,2005,Manga,24,6.52,77844,Shounen,['Harem'],"['Comedy', 'Ecchi']",[]
345,Eikoku Koi Monogatari Emma,12,spring,2005,Manga,25,7.61,60032,Seinen,"['Adult Cast', 'Historical']","['Drama', 'Romance']",['Pierrot']
738,MÄR,102,spring,2005,Manga,24,7.25,53529,Shounen,['Isekai'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['SynergySP']
1974,Glass no Kamen (2005),51,spring,2005,Manga,23,8.04,40691,Shoujo,"['Performing Arts', 'Showbiz']","['Drama', 'Romance']",['Tokyo Movie Shinsha']
126,Futakoi Alternative,13,spring,2005,Original,24,6.85,32160,NG,[],"['Comedy', 'Drama', 'Romance']",[]
308,Zettai Shounen,26,spring,2005,Original,25,6.85,21123,NG,[],"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Ajia-do']
456,Gokujou Seitokai,26,spring,2005,Original,24,6.91,20601,NG,['School'],"['Comedy', 'Slice of Life']",['J.C.Staff']
8687,Doraemon (2005),NG,spring,2005,Manga,NG,7.69,20456,NG,['Anthropomorphic'],"['Comedy', 'Sci-Fi']",['Shin-Ei Animation']
2489,Onegai My Melody,52,spring,2005,,24,7.29,17680,NG,[],"['Comedy', 'Fantasy']",['Studio Comet']
668,Koi Koi 7,13,spring,2005,Manga,25,5.73,17153,Shounen,"['Harem', 'School']","['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['Studio Flag']
712,Zoids Genesis,50,spring,2005,Original,25,7.18,16325,NG,"['Mecha', 'Military']","['Action', 'Adventure', 'Comedy']",['Shogakukan Music &amp; Digital Entertainment']
2523,Izumo: Takeki Tsurugi no Senki,12,spring,2005,Visual novel,25,6.1,13251,NG,"['Isekai', 'Martial Arts']","['Adventure', 'Drama', 'Fantasy', 'Romance']",[]
505,Fushigiboshi no☆Futagohime,51,spring,2005,Original,24,7.28,12970,NG,['Mahou Shoujo'],"['Comedy', 'Fantasy']",['HAL Film Maker']
706,Comic Party Revolution,13,spring,2005,Visual novel,24,6.45,10456,NG,['Otaku Culture'],"['Comedy', 'Drama']",[]
754,Yuki no Joou (TV),36,spring,2005,Book,25,6.93,4869,NG,[],"['Adventure', 'Drama', 'Fantasy']",['TMS Entertainment']
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,12,spring,2005,Original,24,7.38,4454,NG,"['Mecha', 'Super Power']","['Action', 'Sci-Fi']",['Sunrise']
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,52,spring,2005,Card game,22,6.8,4381,NG,[],['Fantasy'],['TMS Entertainment']
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,12,spring,2005,Original,26,6.0,1862,NG,"['Historical', 'Military', 'Samurai']","['Action', 'Comedy']",[]
3724,Taiko no Tatsujin,26,spring,2005,Game,4,5.91,1236,NG,['Video Game'],[],['Studio Bingo']
22709,Zettai Zetsumei Dangerous Jiisan (2005),19,spring,2005,Manga,2,N/A,567,Kids,[],['Comedy'],[]
30138,Rusuden Hour: Sodan Brothers,25,spring,2005,,5,N/A,294,NG,[],['Comedy'],[]
79,Shuffle!,24,summer,2005,Visual novel,24,7.01,280682,NG,"['Harem', 'School']","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi']",['asread.']
73,Full Metal Panic! The Second Raid,13,summer,2005,Light novel,24,7.92,262760,NG,"['Mecha', 'Military']",['Action'],['Kyoto Animation']
390,Suzuka,26,summer,2005,Manga,23,7.17,117286,Shounen,[],"['Drama', 'Romance', 'Sports']",['Studio Comet']
488,Ichigo Mashimaro,12,summer,2005,Manga,24,7.63,113071,NG,"['CGDCT', 'Iyashikei']",['Slice of Life'],['Daume']
411,Gun x Sword,26,summer,2005,Original,24,7.25,79199,NG,['Mecha'],"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['AIC ASTA']
591,Amaenaide yo!!,12,summer,2005,Manga,24,6.43,76053,Seinen,['Harem'],"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",['Studio Deen']
489,Kamichu!,12,summer,2005,Original,26,7.35,64452,NG,"['Iyashikei', 'Mythology', 'School']","['Award Winning', 'Slice of Life', 'Supernatural']",['Brain&#039;s Base']
490,Paniponi Dash!,26,summer,2005,Manga,24,7.42,64020,Shounen,"['Gag Humor', 'Parody', 'School']",['Comedy'],[]
1642,Sugar Sugar Rune,51,summer,2005,Manga,24,7.49,43503,Shoujo,['Mahou Shoujo'],"['Comedy', 'Drama', 'Fantasy']",['Pierrot']
291,D.C.S.S: Da Capo Second Season,26,summer,2005,Visual novel,23,6.93,34272,NG,['Harem'],"['Comedy', 'Drama', 'Romance', 'Supernatural']",['feel.']
470,Okusama wa Joshikousei (TV),13,summer,2005,Manga,24,6.3,29109,Seinen,['School'],"['Comedy', 'Romance', 'Ecchi']",['Madhouse']
1374,Kyoushoku Soukou Guyver (2005),26,summer,2005,Manga,23,7.22,23454,Shounen,"['Gore', 'Super Power']","['Action', 'Horror', 'Sci-Fi']",['OLM']
614,Okusama wa Mahou Shoujo,13,summer,2005,Original,24,6.31,10555,NG,['Mahou Shoujo'],"['Fantasy', 'Romance']",['J.C.Staff']
473,Tide-Line Blue,12,summer,2005,Original,23,6.58,8043,NG,['Military'],"['Action', 'Adventure', 'Drama']",['Telecom Animation Film']
612,PetoPeto-san,13,summer,2005,Light novel,25,6.49,7610,NG,"['Mythology', 'School']","['Comedy', 'Romance']",['XEBEC M2']
309,Akahori Gedou Hour Rabuge,13,summer,2005,Original,24,6.09,6650,NG,['Parody'],['Comedy'],['Radix']
511,Kidou Shinsengumi Moeyo Ken TV,13,summer,2005,Game,25,6.09,6481,NG,['Historical'],"['Adventure', 'Comedy', 'Fantasy']",[]
1035,Patalliro Saiyuuki!,26,summer,2005,Manga,9,6.46,4556,Shoujo,[],"['Adventure', 'Boys Love', 'Comedy', 'Fantasy']",['Magic Bus']
3768,Play Ball,13,summer,2005,Manga,24,5.92,1398,Shounen,['Team Sports'],['Sports'],['Eiken']
4314,Nanami-chan 2nd Series,16,summer,2005,Other,5,6.15,693,Kids,[],['Comedy'],[]
9070,Oden-kun,156,summer,2005,Picture book,7,N/A,482,NG,[],['Comedy'],[]
48254,Shadow Fighter,26,summer,2005,,0,N/A,144,Kids,[],[],[]
457,Mushishi,26,fall,2005,Manga,23,8.66,839027,Seinen,"['Adult Cast', 'Historical', 'Iyashikei']","['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",['Artland']
355,Shakugan no Shana,24,fall,2005,Light novel,24,7.44,539784,NG,"['Mahou Shoujo', 'School']","['Action', 'Drama', 'Fantasy', 'Romance']",['J.C.Staff']
150,Blood+,50,fall,2005,Original,24,7.61,379898,NG,"['Gore', 'Military', 'Vampire']","['Action', 'Drama', 'Horror', 'Mystery', 'Supernatural']",['Production I.G']
228,Jigoku Shoujo,26,fall,2005,Original,25,7.61,363734,NG,['Psychological'],"['Horror', 'Mystery', 'Supernatural', 'Suspense']",['Studio Deen']
68,Black Cat (TV),23,fall,2005,Manga,24,7.32,272308,Shounen,['Super Power'],"['Action', 'Adventure', 'Sci-Fi']",['Gonzo']
322,Paradise Kiss,12,fall,2005,Manga,24,7.86,231837,Josei,"['School', 'Visual Arts']","['Drama', 'Romance']",['Madhouse']
469,Karin,24,fall,2005,Manga,23,7.1,179974,Shounen,"['School', 'Vampire']","['Comedy', 'Romance', 'Supernatural']",['J.C.Staff']
477,Aria the Animation,13,fall,2005,Manga,24,7.67,165634,Shounen,['Iyashikei'],"['Fantasy', 'Sci-Fi', 'Slice of Life']",['HAL Film Maker']
65,Rozen Maiden: Träumend,12,fall,2005,Manga,24,7.61,106438,Seinen,[],"['Action', 'Comedy', 'Drama', 'Fantasy']",['Nomad']
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,26,fall,2005,Manga,23,7.92,105458,Seinen,"['Adult Cast', 'High Stakes Game', 'Organized Crime', 'Psychological', 'Strategy Game']",['Suspense'],['Madhouse']
584,Noein: Mou Hitori no Kimi e,24,fall,2005,Original,25,7.56,92360,NG,['Time Travel'],"['Adventure', 'Drama', 'Sci-Fi']",['Satelight']
77,Mahou Shoujo Lyrical Nanoha A&#039;s,13,fall,2005,Original,25,7.95,66124,NG,['Mahou Shoujo'],"['Action', 'Comedy', 'Drama', 'Fantasy']",['Seven Arcs']
99,Mai-Otome,26,fall,2005,Original,23,7.27,52097,NG,[],"['Comedy', 'Drama', 'Fantasy']",['Sunrise']
476,Ginban Kaleidoscope,12,fall,2005,Light novel,24,7.29,50421,NG,['Performing Arts'],"['Drama', 'Romance', 'Sports', 'Supernatural']",['Karaku']
670,Lamune,12,fall,2005,Visual novel,24,6.79,42321,NG,[],"['Drama', 'Romance']",[]
152,Solty Rei,24,fall,2005,Original,23,7.25,31018,NG,['Super Power'],"['Action', 'Sci-Fi']",[]
388,Capeta,52,fall,2005,Manga,23,7.81,28004,Shounen,['Racing'],['Sports'],['Studio Comet']
694,Canvas 2: Nijiiro no Sketch,24,fall,2005,Visual novel,24,6.71,27395,NG,['Visual Arts'],"['Comedy', 'Drama', 'Romance']",['Zexcs']
471,To Heart 2,13,fall,2005,Visual novel,24,6.47,21931,NG,"['Harem', 'School']","['Comedy', 'Drama', 'Romance']",['OLM']
3270,IGPX: Immortal Grand Prix (2005),13,fall,2005,Original,23,7.06,21283,NG,"['Mecha', 'Racing']","['Action', 'Drama', 'Sci-Fi']",['Production I.G']
1316,Idaten Jump,52,fall,2005,Manga,24,7.32,20254,NG,"['Racing', 'School']",['Sports'],['Trans Arts']
282,Angel Heart,50,fall,2005,Manga,23,7.25,18778,Seinen,[],"['Action', 'Drama', 'Mystery', 'Romance']",['TMS Entertainment']
915,Ginga Densetsu Weed,26,fall,2005,Manga,24,7.22,16086,Seinen,['Anthropomorphic'],"['Adventure', 'Drama']",['Studio Deen']
69,Cluster Edge,25,fall,2005,Original,24,6.3,11274,NG,['Military'],"['Action', 'Fantasy', 'Sci-Fi']",['Sunrise']
2110,Rockman.EXE Beast,25,fall,2005,Game,25,7.04,8757,NG,"['Mecha', 'Strategy Game']","['Action', 'Adventure', 'Sci-Fi']",['Xebec']
1123,Bouken Ou Beet Excellion,25,fall,2005,Manga,24,6.68,8336,Shounen,[],"['Action', 'Adventure', 'Fantasy']",['Toei Animation']
913,Kakutou Bijin Wulong,25,fall,2005,Manga,25,6.54,6653,NG,['Martial Arts'],"['Action', 'Ecchi']",['TMS Entertainment']
1193,Happy Seven: The TV Manga,13,fall,2005,Light novel,24,6.22,6132,NG,['School'],"['Comedy', 'Fantasy']",['Studio Hibari']
1845,Gaiking: Legend of Daiku-Maryu,39,fall,2005,Original,25,7.11,5462,NG,['Mecha'],"['Action', 'Sci-Fi']",['Toei Animation']
858,Gunparade Orchestra,24,fall,2005,Game,25,5.8,5156,NG,"['Mecha', 'Military']","['Drama', 'Romance', 'Sci-Fi']",['Brain&#039;s Base']
1778,Dae Jang Geum: Jang Geum&#039;s Dream,26,fall,2005,Other,24,7.2,4775,NG,['Historical'],"['Adventure', 'Comedy', 'Gourmet']",[]
